"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
"1784" 6 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 5 0.2253558868
"1785" 6 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 75 0.231703899181333
"1786" 6 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 16 0.10287274478125
"1787" 6 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 19 -0.344284834105263
"1788" 6 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 77 0.185326954501299
"1789" 6 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 16 0.369826744375
"1790" 6 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 32 0.3755044990625
"1791" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 17 -0.539607364117647
"1792" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 123 -0.0817397869910569
"1793" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 52 0.344176636028846
"1794" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 107 -0.185566845114953
"1795" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 63 -0.0109367397031746
"1796" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 48 -0.19240755133125
"1797" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 117 -0.00213694731965812
"1798" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 90 0.136213081703
"1799" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 101 -0.368583586023762
"1800" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 41 0.0473399878560976
"1801" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 163 0.0234973037063804
"1802" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 111 0.164400752405405
"1803" 6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 71 0.0308506813794366
"1804" 6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 86 0.160233118953488
"1805" 6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 14 0.0980096948571429
"1806" 6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 107 0.217666074682243
"1807" 6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 188 0.0341457681724468
"1808" 6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 112 -0.0923777737822143
"1809" 6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 69 -0.617449830376812
"1810" 6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 82 -0.0620235552682927
"1811" 6 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 31 -0.10169532034
"1812" 6 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 42 -0.0853792116838095
"1813" 6 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 37 -0.0151271048648649
"1814" 6 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 14 -0.390682447857143
"1815" 6 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 63 -0.0361115192560317
"1816" 6 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 120 0.128097984375
"1817" 6 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 43 -0.0174209225581395
"1818" 6 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 26 -0.104596836615385
"1819" 6 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 22 0.154744149802727
"1820" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 91 0.393157446637363
"1821" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 25 -0.11224264968
"1822" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 72 0.1013172017125
"1823" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 20 -0.0124516209805
"1824" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 84 -0.313880543660714
"1825" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 92 0.0568172049532609
"1826" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 53 -0.417057178150943
"1827" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 65 -0.139176771543077
"1828" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 28 0.290388563
"1829" 6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 74 0.123023575640676
"1830" 6 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 35 -0.366607648285714
"1831" 6 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 17 -0.232074513882353
"1832" 6 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 56 0.119706089389286
"1833" 6 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 46 -0.240732166043478
"1834" 6 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 14 -0.433926800714286
"1835" 6 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 88 -0.127610284192159
"1836" 6 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 15 -0.124840370466667
"1837" 6 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 36 -0.0601135982805555
"1838" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 17 -0.574855010588235
"1839" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 121 -0.372680328579669
"1840" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 65 0.0200635380230769
"1841" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 57 -0.264173576675439
"1842" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 135 -0.20013892437037
"1843" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 33 -0.192148035939394
"1844" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 127 -0.208030313988898
"1845" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 73 -0.0519376369268493
"1846" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 108 -0.395295151407778
"1847" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 52 -0.470002091942308
"1848" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 187 -0.206471837264278
"1849" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 97 -0.113371504104124
"1850" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 101 -0.23205465769802
"1851" 6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 81 -0.0976165262348148
"1852" 6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 21 -0.0818850302380952
"1853" 6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 119 -0.0445535035440336
"1854" 6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 160 -0.122124031688125
"1855" 6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 133 -0.167870299538346
"1856" 6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 98 -0.590824975418367
"1857" 6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 70 -0.0612470794571429
"1858" 6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 64 -0.126995326417187
"1859" 6 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 21 -0.0850835321761905
"1860" 6 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 49 -0.333875039673469
"1861" 6 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 8 -0.60746476125
"1862" 6 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 68 -0.349234632041176
"1863" 6 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 113 -0.129933420980531
"1864" 6 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 66 -0.228674325829091
"1865" 6 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 20 -0.2098953962
"1866" 6 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 33 -0.0838548605363636
"1867" 6 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 70 0.208134545328571
"1868" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 50 0.33542518698
"1869" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 78 -0.201604002078205
"1870" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 4 -0.2185730675
"1871" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 104 -0.353918577675962
"1872" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 86 -0.130085035270581
"1873" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 14 -0.206217786142857
"1874" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 46 -0.595524775652174
"1875" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 56 -0.542207093392857
"1876" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 51 -0.169868234496078
"1877" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 85 0.008160994474
"1878" 6 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 118 -0.103045051760169
"1879" 7 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 38 -0.971001374210526
"1880" 7 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 51 -0.972646751764706
"1881" 7 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 60 -0.9700730435
"1882" 7 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 7 -0.990134485714286
"1883" 7 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 104 0.0713773189743269
"1884" 7 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 6 -0.901910903333333
"1885" 7 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 90 -0.949748041
"1886" 7 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 114 -0.938912156140351
"1887" 7 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 50 -0.9706444778
"1888" 7 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 92 -0.922771211413043
"1889" 7 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 12 -0.9421441425
"1890" 7 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 11 -0.869114954545455
"1891" 7 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 41 -0.917214394731707
"1892" 7 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 124 -0.557473441490403
"1893" 7 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 35 -0.972315376
"1894" 7 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 118 -0.959967401016949
"1895" 7 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 87 -0.965808148390805
"1896" 7 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 24 -0.957075726666667
"1897" 7 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 89 -0.804226172048315
"1898" 7 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 129 -0.519340967882946
"1899" 7 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 178 -0.657853624145506
"1900" 7 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 92 -0.474289320108696
"1901" 7 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 92 -0.510465709578261
"1902" 7 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 62 -0.906097910322581
"1903" 7 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 134 -0.953174825477612
"1904" 7 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 93 -0.324552632226882
"1905" 7 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 150 -0.69323808382
"1906" 7 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 87 -0.95725408
"1907" 7 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 115 -0.858911962173913
"1908" 7 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 134 -0.588972645
"1909" 7 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 106 -0.441167734867925
"1910" 7 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 23 -0.97201195826087
"1911" 7 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 52 -0.9588764125
"1912" 7 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 18 -0.975787103888889
"1913" 7 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 34 -0.986832095294118
"1914" 7 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 73 -0.634425090684931
"1915" 7 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 138 -0.454570082536232
"1916" 7 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 65 -0.848399151384615
"1917" 7 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 54 -0.870005231111111
"1918" 7 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 86 -0.720921077906977
"1919" 7 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 6 -0.100211920833333
"1920" 7 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 73 -0.398869697219178
"1921" 7 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 84 -0.950003598571429
"1922" 7 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 129 -0.951001641796899
"1923" 7 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 28 -0.757050168107143
"1924" 7 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 44 -0.109754940136364
"1925" 7 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 27 -0.968686674814815
"1926" 7 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 35 -0.975274922
"1927" 7 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 64 -0.97078733109375
"1928" 7 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 18 -0.980006732222222
"1929" 7 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 67 0.0332556441914925
"1930" 7 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 29 -0.0070696667137931
"1931" 7 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 93 -0.924984949784946
"1932" 7 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 51 -0.947190061372549
"1933" 7 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 96 -0.943333219895833
"1934" 7 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 73 -0.92970910109589
"1935" 7 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 23 -0.949048388695652
"1936" 7 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 8 -0.82285823125
"1937" 7 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 40 -0.893777497475
"1938" 7 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 4 -0.9515192625
"1939" 7 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 142 -0.646895139187465
"1940" 7 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 101 -0.936785323069307
"1941" 7 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 76 -0.943093520789474
"1942" 7 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 13 -0.975550929230769
"1943" 7 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 93 -0.839655363258065
"1944" 7 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 101 -0.425093686706436
"1945" 7 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 165 -0.553972295497758
"1946" 7 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 94 -0.909357783925532
"1947" 7 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 65 -0.459376314636923
"1948" 7 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 93 -0.879527274827957
"1949" 7 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 109 -0.933844591642202
"1950" 7 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 97 -0.476447549010412
"1951" 7 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 57 -0.179353373250877
"1952" 7 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 140 -0.912807193064286
"1953" 7 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 94 -0.808487258404255
"1954" 7 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 162 -0.655777921975309
"1955" 7 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 69 -0.645621106405797
"1956" 7 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 53 -0.348671733037736
"1957" 7 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 34 -0.933396695294118
"1958" 7 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 14 -0.955440087857143
"1959" 7 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 48 -0.981665122291667
"1960" 7 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 5 0.007877376
"1961" 7 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 77 -0.485613418484416
"1962" 7 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 85 -0.837077454764706
"1963" 7 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 96 -0.9647599921875
"1964" 7 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 25 -0.968165778
"1965" 7 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 85 -0.0841226575294118
"1966" 7 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 11 0.961066889090909
"1967" 7 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 11 -0.103688378
"1968" 7 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 42 -0.223859943761905
"1969" 7 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 99 -0.936512030606061
"1970" 7 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 90 -0.954701473555556
"1971" 7 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 49 -0.856373643387755
"1972" 7 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 45 -0.0226601269666667
"1973" 7 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 35 -0.971706185142857
"1974" 7 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 46 -0.978753802391304
"1975" 7 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 65 -0.962221966307692
"1976" 7 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 13 -0.989676797692308
"1977" 7 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 95 0.0380222829201053
"1978" 7 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 11 0.0294358242909091
"1979" 7 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 102 -0.941869578431373
"1980" 7 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 72 -0.945178657361111
"1981" 7 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 91 -0.95083246021978
"1982" 7 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 91 -0.947355393406593
"1983" 7 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 15 -0.967420092
"1984" 7 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 12 -0.965022786666667
"1985" 7 "STANDING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 41 -0.924390362682927
"1986" 7 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 54 -0.462621939025926
"1987" 7 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 110 -0.754169320264455
"1988" 7 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 115 -0.949351087826087
"1989" 7 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 92 -0.947940780978261
"1990" 7 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 1 -0.94168561
"1991" 7 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 110 -0.827567783290909
"1992" 7 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 121 -0.523712370519008
"1993" 7 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 182 -0.635419604333517
"1994" 7 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 98 -0.803572218265306
"1995" 7 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 82 -0.478071929615854
"1996" 7 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 86 -0.90428070722093
"1997" 7 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 126 -0.952353638095238
"1998" 7 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 102 -0.404032347075882
"1999" 7 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 129 -0.612533342810853
"2000" 7 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 102 -0.963276489215686
"2001" 7 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 112 -0.805921055089286
"2002" 7 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 156 -0.643453808141026
